# ----------------------------------------,,,,,,,,,,,
# All Web Site Data,,,,,,,,,,,
# User Explorer,,,,,,,,,,,
# 20190702-20191015,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,
,,,,,,,,,,,
Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate,Country,Device,Issued,Redeemed,Expired
1325361060,15,0:04:02,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note477,Y,N,N
1326453751,15,0:02:11,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note478,Y,N,N
1334720090,15,0:00:39,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note479,Y,Y,N
1334968472,15,0:02:18,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note480,Y,Y,N
1356349813,15,0:01:39,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note481,Y,N,N
1445445592,15,0:01:17,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note482,Y,Y,N
1449915470,15,0:01:20,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note483,Y,N,N
1457473591,15,0:01:11,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note484,Y,Y,N
1471190291,15,0:02:07,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note485,Y,Y,N
1476811557,15,0:00:46,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note486,Y,N,N
1477608213,15,0:00:58,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note487,Y,Y,N
1478320783,15,0:01:06,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note488,Y,N,N
1478983968,15,0:01:55,60.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note489,Y,Y,N
1484222614,15,0:01:30,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note490,N,N,N
1496083931,15,0:03:09,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note491,N,N,N
1500724786,15,0:01:17,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note492,Y,Y,N
1520207497,15,0:01:09,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note493,Y,N,N
1594514548,15,0:01:09,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note494,Y,Y,N
1609453739,15,0:01:05,60.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note495,N,N,N
1610066765,15,0:01:42,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note496,N,N,N
1610284221,15,0:04:11,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note497,Y,Y,N
1621691237,15,0:02:09,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note498,N,N,N
1622942765,15,0:00:40,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note499,N,N,N
1631844358,15,0:02:17,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note500,Y,N,N
1637352417,15,0:00:25,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note501,Y,N,N
1637559120,15,0:00:34,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note502,Y,Y,N
1645396766,15,0:01:17,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note503,Y,Y,N
1648353037,15,0:03:37,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note504,Y,N,N
1648413438,15,0:01:09,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note505,Y,Y,N
1649429079,15,0:03:26,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note506,Y,N,N
1653725887,15,0:02:52,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note507,Y,Y,N
1659951513,15,0:00:23,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note508,Y,Y,N
1680639386,15,0:00:48,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note509,Y,N,N
1687115317,15,0:00:07,80.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note510,Y,Y,N
172690586.2,15,0:03:01,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note511,N,N,N
1754575620,15,0:05:54,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note512,N,N,N
1761951860,15,0:02:55,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note513,Y,Y,N
1776761555,15,0:01:39,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note514,Y,N,N
1781201361,15,0:02:45,60.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note515,Y,Y,N
1784176948,15,0:01:04,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note516,N,N,N
1784859274,15,0:03:07,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note517,N,N,N
1790693966,15,0:01:52,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note518,Y,Y,N
1797881568,15,0:01:43,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note519,N,N,N
1807637648,15,0:07:12,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note520,N,N,N
1812447701,15,0:01:25,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note521,Y,N,N
1814381114,15,0:01:44,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note522,Y,Y,N
1829506259,15,0:00:32,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note523,Y,Y,N
184064547.2,15,0:00:56,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note524,Y,N,N
1908947607,15,0:03:13,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note525,N,N,N
1917333623,15,0:01:10,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note526,Y,N,N
1926052956,15,0:00:24,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note527,Y,N,N
1943989851,15,0:03:56,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note528,Y,Y,N
1945841573,15,0:01:12,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note529,Y,Y,N
1949323891,15,0:00:43,73.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note530,Y,N,N
1955587709,15,0:01:44,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note531,Y,Y,N
1962091282,15,0:00:28,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note532,Y,N,N
1965403699,15,0:00:52,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note533,Y,Y,N
197723470.2,15,0:01:42,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note534,Y,Y,N
1977758770,15,0:01:16,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note535,Y,Y,N
1984925556,15,0:00:52,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note536,Y,N,N
1986882310,15,0:01:21,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note537,Y,Y,N
206191643.2,15,0:00:52,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note538,Y,N,N
2070019554,15,0:05:20,60.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note539,Y,Y,N
2077329181,15,0:03:11,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note540,Y,Y,N
2081593025,15,0:01:38,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note541,Y,N,N
2089280733,15,0:01:25,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note542,Y,Y,N
2091124886,15,0:00:52,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note543,Y,N,N
2093084439,15,0:00:30,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note544,Y,Y,N
2095200599,15,0:01:40,60.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note545,N,N,N
210181844.2,15,0:02:07,60.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note546,N,N,N
2118303269,15,0:02:34,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note547,Y,Y,N
2123485006,15,0:01:59,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note548,N,N,N
2126507042,15,0:02:49,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note549,N,N,N
2126512095,15,0:00:46,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note550,Y,N,N
213186168.2,15,0:00:49,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note551,Y,N,N
2132020900,15,0:00:44,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note552,Y,Y,N
2134014077,15,0:01:13,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note553,Y,Y,N
2138544347,15,0:01:46,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note554,Y,N,N
2140960761,15,0:00:55,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note555,Y,Y,N
216987712.2,15,0:00:24,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note556,Y,N,N
221627070.2,15,0:02:01,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note557,Y,Y,N
224775924.2,15,0:02:29,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note558,Y,Y,N
30189152.16,15,0:00:43,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note559,Y,N,N
318294531.2,15,0:03:17,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note560,Y,Y,N
318514433.2,15,0:02:43,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note561,Y,N,N
318899796.2,15,0:02:55,73.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note562,Y,Y,N
321363600.2,15,0:02:11,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note563,N,N,N
329747247.2,15,0:01:59,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note564,N,N,N
334734812.2,15,0:00:44,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note565,Y,Y,N
336668645.2,15,0:03:28,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note566,Y,N,N
349655649.2,15,0:01:22,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note567,Y,Y,N
351353378.2,15,0:01:24,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note568,N,N,N
352936010.2,15,0:01:14,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note569,N,N,N
361120614.2,15,0:01:23,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note570,Y,Y,N
361382192.2,15,0:02:45,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note571,N,N,N
367895348.2,15,0:00:51,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note572,N,N,N
381466064.2,15,0:00:39,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note573,Y,N,N
405547272.2,15,0:00:52,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note574,Y,N,N
4538774.157,15,0:00:43,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note575,Y,Y,N
477487127.2,15,0:01:04,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note576,Y,Y,N
484536669.2,15,0:00:10,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note577,Y,N,N
497179549.2,15,0:01:01,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note578,Y,N,Y
500105187.2,15,0:00:17,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note579,N,N,N
504071830.2,15,0:00:47,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note580,Y,Y,N
510062268.2,15,0:00:32,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note581,Y,Y,N
514061697.2,15,0:00:43,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note582,Y,Y,N
531031264.2,15,0:00:27,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note583,Y,N,N
55994165.16,15,0:00:35,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note584,Y,Y,N
57508007.16,15,0:01:01,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note585,N,N,N
59184862.16,15,0:01:04,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note586,N,N,N
5960895.156,15,0:00:33,66.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note587,Y,N,N
639650121.2,15,0:02:13,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note588,Y,N,N
644194170.2,15,0:03:50,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note589,Y,Y,N
657717607.2,15,0:01:21,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note590,Y,Y,N
662899676.2,15,0:00:52,66.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note591,Y,N,N
680100258.2,15,0:00:30,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note592,Y,Y,N
688657183.2,15,0:05:58,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note593,Y,N,N
699908312.2,15,0:03:05,53.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note594,Y,Y,N
705185707.2,15,0:02:45,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note595,N,N,N
708413416.2,15,0:01:35,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note596,N,N,N
709410745.2,15,0:01:33,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note597,Y,Y,N
711543948.2,15,0:02:50,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note598,Y,Y,N
73717832.16,15,0:01:50,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note599,Y,N,N
796166699.2,15,0:00:57,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note600,Y,Y,N
796498409.2,15,0:01:16,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note601,Y,N,N
807742242.2,15,0:01:06,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note602,Y,Y,N
807931128.2,15,0:01:00,13.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note603,Y,Y,N
814997677.2,15,0:02:10,46.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note604,Y,N,N
822686064.2,15,0:00:48,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note605,Y,Y,N
828563813.2,15,0:04:11,20.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note606,Y,N,N
840663155.2,15,0:01:01,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note607,Y,Y,N
843958607.2,15,0:00:30,80.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note608,N,N,N
848851655.2,15,0:00:21,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note609,N,N,N
861296914.2,15,0:01:11,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note610,Y,Y,N
862118171.2,15,0:00:49,73.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note611,N,N,N
93746895.16,15,0:01:02,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note612,N,N,N
965398074.2,15,0:04:04,33.33%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note613,Y,N,N
975961431.2,15,0:02:15,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note614,Y,N,N
992357949.2,15,0:02:04,26.67%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note615,Y,Y,N
997120462.2,15,0:00:39,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note616,Y,Y,N
997287142.2,15,0:00:46,40.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note617,Y,N,N
1005286989,14,0:01:10,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note618,Y,Y,N
1009208955,14,0:00:31,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note619,Y,N,N
1022445469,14,0:01:49,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note620,Y,Y,N
1022941998,14,0:00:14,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note621,Y,Y,N
1116644954,14,0:04:26,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note622,Y,N,N
1123612888,14,0:05:18,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note623,Y,Y,N
1132421052,14,0:03:47,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note624,Y,N,N
113306.1564,14,0:03:22,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note625,Y,Y,N
1133415400,14,0:01:45,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note626,N,N,N
1134290945,14,0:00:24,71.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note627,N,N,N
1137633915,14,0:01:28,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note628,Y,Y,N
1137801956,14,0:00:25,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note629,Y,N,N
1141677772,14,0:04:20,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note630,Y,Y,N
1144716019,14,0:01:24,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note631,N,N,N
1146701574,14,0:01:04,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note632,N,N,N
1165754712,14,0:06:14,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note633,Y,Y,N
1170720271,14,0:03:19,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note634,N,N,N
1180790646,14,0:00:37,57.14%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note635,N,N,N
1181948033,14,0:03:56,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note636,Y,N,N
1181961857,14,0:01:37,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note637,Y,N,N
1187841634,14,0:00:59,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note638,Y,Y,N
1188315231,14,0:02:23,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note639,Y,Y,N
1209668929,14,0:02:21,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note640,Y,N,N
1282299794,14,0:02:09,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note641,Y,N,Y
1296334854,14,0:01:22,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note642,N,N,N
1307449019,14,0:02:33,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note643,Y,Y,N
1308115688,14,0:02:54,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note644,Y,Y,N
1308824851,14,0:00:16,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note645,Y,Y,N
1314229717,14,0:05:19,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note646,Y,N,N
1314263679,14,0:03:35,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note647,Y,Y,N
13199910.16,14,0:01:03,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note648,N,N,N
1320507359,14,0:01:37,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note649,N,N,N
1324091437,14,0:00:40,57.14%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note650,Y,N,N
1332956193,14,0:01:44,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note651,Y,N,N
1352075427,14,0:01:24,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note652,Y,Y,N
1367389035,14,0:02:50,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note653,Y,Y,N
1448045890,14,0:01:29,50.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note654,Y,N,N
1458513388,14,0:01:22,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note655,Y,Y,N
1460392110,14,0:00:16,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note656,Y,N,N
1469001844,14,0:02:30,50.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note657,Y,Y,N
1473663158,14,0:04:06,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note658,N,N,N
1474150682,14,0:04:10,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note659,N,N,N
1477115173,14,0:02:34,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note660,Y,N,N
1477517187,14,0:00:30,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note661,Y,Y,N
1479587406,14,0:00:29,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note662,Y,Y,N
1484642021,14,0:00:47,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note663,Y,N,N
1493039180,14,0:00:05,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note664,Y,Y,N
1497117947,14,0:06:12,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note665,N,N,N
1501947046,14,0:01:08,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note666,N,N,N
1504753707,14,0:02:08,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note667,Y,N,N
1505026827,14,0:01:23,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note668,Y,N,N
1516468435,14,0:01:34,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note669,Y,Y,N
1521888269,14,0:00:33,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note670,Y,Y,N
1528969620,14,0:05:46,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note671,Y,N,N
1592329593,14,0:00:44,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note672,Y,Y,N
1603633704,14,0:04:32,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note673,Y,N,N
1603954818,14,0:01:01,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note674,Y,Y,N
1611810564,14,0:00:35,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note675,Y,Y,N
1627149784,14,0:03:48,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note676,Y,N,N
1637921486,14,0:02:45,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note677,Y,Y,N
1650431274,14,0:00:33,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note678,Y,N,N
1651141581,14,0:03:41,50.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note679,Y,Y,N
1655353712,14,0:01:32,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note680,N,N,N
1661675040,14,0:02:14,14.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note681,N,N,N
1661971664,14,0:01:25,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note682,Y,Y,N
1666024875,14,0:02:27,50.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note683,N,N,N
1678430868,14,0:02:18,50.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note684,N,N,N
1680391532,14,0:01:44,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note685,Y,N,N
1689267951,14,0:01:59,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note686,Y,N,N
1763791844,14,0:02:16,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note687,Y,Y,N
1776088599,14,0:00:18,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note688,Y,Y,N
1781684875,14,0:00:43,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note689,Y,N,N
1782372081,14,0:00:22,57.14%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note690,Y,Y,N
1791587544,14,0:00:21,57.14%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note691,Y,N,N
1812507224,14,0:01:26,50.00%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note692,Y,Y,N
1812931131,14,0:00:58,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note693,Y,Y,N
1821945488,14,0:02:28,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note694,Y,N,N
1825835359,14,0:05:05,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note695,Y,Y,N
1828487945,14,0:02:55,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note696,Y,N,N
18527055.16,14,0:03:58,57.14%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note697,Y,Y,N
1908980090,14,0:02:09,21.43%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note698,N,N,N
191199697.2,14,0:04:10,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note699,N,N,N
1917132794,14,0:02:00,64.29%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note700,Y,Y,N
1917346126,14,0:01:01,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note701,Y,N,N
192101922.2,14,0:00:29,57.14%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note702,Y,Y,N
1921212287,14,0:00:49,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note703,N,N,N
192249407.2,14,0:01:15,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note704,N,N,N
1927556598,14,0:02:02,35.71%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note705,Y,Y,N
1930793089,14,0:05:06,28.57%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note706,N,N,N
1932857014,14,0:00:45,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note707,N,N,N
1935746629,14,0:04:15,42.86%,$0.00,0,0.00%,PH,Samsung SM-N960F Galaxy Note708,Y,N,N
